Job Title,Company,Industry,Location,Experience Required,Skills Required,Job Link
Backend Developer Returnship,Microsoft,Software Development,"Seattle, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.amazon.com/frontend-developer-returnship
DevOps Engineer Returnship,Netflix,AI/ML,"New York, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.meta.com/product-manager-returnship
Software Engineer Returnship,Uber,Product Management,"Austin, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.amazon.com/ux-designer-returnship
Data Analyst Returnship,Netflix,Product Management,"Toronto, Canada",5+ years,"Python, Java, C++",https://careers.amazon.com/devops-engineer-returnship
Data Analyst Returnship,Microsoft,AI/ML,"Austin, USA",2+ years,"Python, Java, C++",https://careers.meta.com/cloud-engineer-returnship
Cloud Engineer Returnship,Meta,Software Development,"New York, USA",1+ years,"Network Security, SIEM, Python",https://careers.amazon.com/cloud-engineer-returnship
DevOps Engineer Returnship,Airbnb,Cybersecurity,"San Diego, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.amazon.com/cybersecurity-analyst-returnship
Software Engineer Returnship,IBM,AI/ML,Remote,2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.microsoft.com/software-engineer-returnship
Frontend Developer Returnship,Tesla,DevOps,"New York, USA",2+ years,"React, HTML, CSS, JavaScript",https://careers.netflix.com/ux-designer-returnship
UX Designer Returnship,Uber,Software Development,"Los Angeles, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.amazon.com/product-manager-returnship
DevOps Engineer Returnship,Airbnb,Software Development,"Toronto, Canada",3+ years,"Java, Spring Boot, PostgreSQL",https://careers.meta.com/frontend-developer-returnship
Cloud Engineer Returnship,Airbnb,Tech,"Austin, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.amazon.com/cybersecurity-analyst-returnship
Backend Developer Returnship,Uber,Cybersecurity,"San Francisco, USA",2+ years,"Python, Java, C++",https://careers.uber.com/software-engineer-returnship
Cloud Engineer Returnship,Google,DevOps,"Los Angeles, USA",3+ years,"React, HTML, CSS, JavaScript",https://careers.netflix.com/frontend-developer-returnship
Software Engineer Returnship,Airbnb,Design,"San Francisco, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.amazon.com/frontend-developer-returnship
AI/ML Engineer Returnship,Meta,Tech,"Los Angeles, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.salesforce.com/devops-engineer-returnship
Frontend Developer Returnship,Google,Product Management,"New York, USA",5+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.amazon.com/devops-engineer-returnship
Software Engineer Returnship,Amazon,DevOps,"New York, USA",3+ years,"Network Security, SIEM, Python",https://careers.meta.com/data-analyst-returnship
Frontend Developer Returnship,Meta,Product Management,"San Francisco, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.google.com/backend-developer-returnship
Cybersecurity Analyst Returnship,Meta,DevOps,"Toronto, Canada",5+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.salesforce.com/cloud-engineer-returnship
Cybersecurity Analyst Returnship,Netflix,DevOps,"San Francisco, USA",1+ years,"Python, Java, C++",https://careers.salesforce.com/frontend-developer-returnship
Data Analyst Returnship,Netflix,Cybersecurity,"Seattle, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.amazon.com/software-engineer-returnship
Frontend Developer Returnship,Google,Software Development,"San Diego, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.uber.com/devops-engineer-returnship
DevOps Engineer Returnship,Amazon,DevOps,"Los Angeles, USA",3+ years,"Python, Java, C++",https://careers.netflix.com/ai/ml-engineer-returnship
Backend Developer Returnship,Amazon,Cybersecurity,"Seattle, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.salesforce.com/ai/ml-engineer-returnship
UX Designer Returnship,Airbnb,Design,"Los Angeles, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.airbnb.com/cloud-engineer-returnship
Cloud Engineer Returnship,Tesla,AI/ML,"Chicago, USA",3+ years,"Network Security, SIEM, Python",https://careers.airbnb.com/product-manager-returnship
Cybersecurity Analyst Returnship,Microsoft,AI/ML,"Toronto, Canada",1+ years,"AWS, Docker, Kubernetes",https://careers.netflix.com/data-analyst-returnship
Cloud Engineer Returnship,Amazon,Software Development,"Seattle, USA",1+ years,"React, HTML, CSS, JavaScript",https://careers.salesforce.com/software-engineer-returnship
Cloud Engineer Returnship,Google,Cybersecurity,"Los Angeles, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.amazon.com/devops-engineer-returnship
Backend Developer Returnship,Microsoft,Design,"Boston, USA",1+ years,"AWS, Docker, Kubernetes",https://careers.microsoft.com/ai/ml-engineer-returnship
Software Engineer Returnship,Uber,Tech,"Los Angeles, USA",5+ years,"SQL, Excel, Tableau",https://careers.google.com/backend-developer-returnship
Cloud Engineer Returnship,IBM,DevOps,"San Francisco, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.airbnb.com/cybersecurity-analyst-returnship
Frontend Developer Returnship,Tesla,DevOps,"San Francisco, USA",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.salesforce.com/frontend-developer-returnship
Backend Developer Returnship,Tesla,Cybersecurity,"Chicago, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.microsoft.com/frontend-developer-returnship
Cybersecurity Analyst Returnship,Salesforce,DevOps,Remote,5+ years,"Network Security, SIEM, Python",https://careers.google.com/ux-designer-returnship
AI/ML Engineer Returnship,Netflix,AI/ML,"Los Angeles, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.ibm.com/ux-designer-returnship
Cloud Engineer Returnship,Amazon,Software Development,"San Francisco, USA",3+ years,"Network Security, SIEM, Python",https://careers.uber.com/cybersecurity-analyst-returnship
Data Analyst Returnship,Netflix,AI/ML,"San Diego, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.meta.com/cybersecurity-analyst-returnship
Backend Developer Returnship,Meta,Product Management,"Toronto, Canada",2+ years,"AWS, Docker, Kubernetes",https://careers.google.com/data-analyst-returnship
Software Engineer Returnship,Netflix,Cloud Computing,"Los Angeles, USA",3+ years,"Java, Spring Boot, PostgreSQL",https://careers.uber.com/product-manager-returnship
Product Manager Returnship,Airbnb,Design,"Austin, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.microsoft.com/devops-engineer-returnship
Cybersecurity Analyst Returnship,Airbnb,Product Management,"Toronto, Canada",5+ years,"Figma, Adobe XD, UX Research",https://careers.tesla.com/cybersecurity-analyst-returnship
Cybersecurity Analyst Returnship,Microsoft,Cloud Computing,"San Francisco, USA",1+ years,"React, HTML, CSS, JavaScript",https://careers.salesforce.com/frontend-developer-returnship
Product Manager Returnship,Google,AI/ML,"Chicago, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.airbnb.com/ux-designer-returnship
Frontend Developer Returnship,Amazon,Tech,"Boston, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.uber.com/software-engineer-returnship
AI/ML Engineer Returnship,Amazon,Software Development,"Boston, USA",1+ years,"AWS, Docker, Kubernetes",https://careers.netflix.com/backend-developer-returnship
Cybersecurity Analyst Returnship,Airbnb,DevOps,"San Francisco, USA",2+ years,"Network Security, SIEM, Python",https://careers.amazon.com/backend-developer-returnship
Cybersecurity Analyst Returnship,Google,Tech,"San Francisco, USA",2+ years,"AWS, Docker, Kubernetes",https://careers.netflix.com/backend-developer-returnship
Software Engineer Returnship,Microsoft,Cloud Computing,"New York, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.netflix.com/software-engineer-returnship
Cybersecurity Analyst Returnship,Meta,AI/ML,"Toronto, Canada",5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.meta.com/frontend-developer-returnship
Backend Developer Returnship,Salesforce,AI/ML,"Chicago, USA",2+ years,"Network Security, SIEM, Python",https://careers.netflix.com/ai/ml-engineer-returnship
Frontend Developer Returnship,Tesla,Design,"Toronto, Canada",2+ years,"AWS, Docker, Kubernetes",https://careers.salesforce.com/devops-engineer-returnship
AI/ML Engineer Returnship,Salesforce,AI/ML,"New York, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.microsoft.com/cybersecurity-analyst-returnship
Data Analyst Returnship,Airbnb,Product Management,"San Francisco, USA",5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.salesforce.com/backend-developer-returnship
AI/ML Engineer Returnship,Salesforce,Software Development,"Toronto, Canada",3+ years,"AWS, Docker, Kubernetes",https://careers.salesforce.com/ai/ml-engineer-returnship
Frontend Developer Returnship,Tesla,Tech,"Los Angeles, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.amazon.com/backend-developer-returnship
DevOps Engineer Returnship,Meta,AI/ML,"Toronto, Canada",2+ years,"AWS, Docker, Kubernetes",https://careers.tesla.com/cloud-engineer-returnship
Backend Developer Returnship,IBM,AI/ML,"Austin, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.airbnb.com/ux-designer-returnship
DevOps Engineer Returnship,Uber,Cloud Computing,"Toronto, Canada",2+ years,"AWS, Docker, Kubernetes",https://careers.microsoft.com/cloud-engineer-returnship
Frontend Developer Returnship,Microsoft,Design,"Seattle, USA",1+ years,"React, HTML, CSS, JavaScript",https://careers.ibm.com/ai/ml-engineer-returnship
Software Engineer Returnship,Netflix,AI/ML,Remote,3+ years,"SQL, Excel, Tableau",https://careers.salesforce.com/devops-engineer-returnship
Data Analyst Returnship,Tesla,AI/ML,"San Francisco, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.netflix.com/data-analyst-returnship
AI/ML Engineer Returnship,Microsoft,DevOps,"Los Angeles, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.airbnb.com/backend-developer-returnship
Cloud Engineer Returnship,Meta,AI/ML,"Seattle, USA",1+ years,"SQL, Excel, Tableau",https://careers.microsoft.com/software-engineer-returnship
UX Designer Returnship,Airbnb,Product Management,"Austin, USA",2+ years,"AWS, Docker, Kubernetes",https://careers.tesla.com/ai/ml-engineer-returnship
AI/ML Engineer Returnship,Salesforce,Software Development,"Los Angeles, USA",3+ years,"React, HTML, CSS, JavaScript",https://careers.tesla.com/cloud-engineer-returnship
Software Engineer Returnship,Uber,DevOps,"Los Angeles, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.uber.com/product-manager-returnship
Data Analyst Returnship,Meta,Design,"San Francisco, USA",5+ years,"Python, Java, C++",https://careers.airbnb.com/cloud-engineer-returnship
UX Designer Returnship,Google,Product Management,"Seattle, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.ibm.com/cloud-engineer-returnship
Backend Developer Returnship,IBM,Software Development,"Los Angeles, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.tesla.com/ai/ml-engineer-returnship
Frontend Developer Returnship,Tesla,Software Development,Remote,1+ years,"Java, Spring Boot, PostgreSQL",https://careers.uber.com/product-manager-returnship
Frontend Developer Returnship,Airbnb,Product Management,"New York, USA",3+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.google.com/ai/ml-engineer-returnship
Backend Developer Returnship,Google,Design,"Boston, USA",1+ years,"Product Strategy, Agile, UX Research",https://careers.airbnb.com/ai/ml-engineer-returnship
UX Designer Returnship,Google,Design,"Austin, USA",3+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.salesforce.com/devops-engineer-returnship
DevOps Engineer Returnship,IBM,Cloud Computing,"Austin, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.salesforce.com/cybersecurity-analyst-returnship
Data Analyst Returnship,Meta,Design,"Seattle, USA",2+ years,"Network Security, SIEM, Python",https://careers.google.com/software-engineer-returnship
Backend Developer Returnship,IBM,Product Management,"Los Angeles, USA",5+ years,"SQL, Excel, Tableau",https://careers.amazon.com/ai/ml-engineer-returnship
UX Designer Returnship,Amazon,AI/ML,"Boston, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.meta.com/product-manager-returnship
Cybersecurity Analyst Returnship,Meta,Product Management,"Seattle, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.microsoft.com/ai/ml-engineer-returnship
AI/ML Engineer Returnship,Meta,Product Management,"New York, USA",1+ years,"Python, Java, C++",https://careers.tesla.com/cloud-engineer-returnship
Software Engineer Returnship,Netflix,DevOps,"New York, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.salesforce.com/cybersecurity-analyst-returnship
Backend Developer Returnship,Microsoft,Tech,"Chicago, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.google.com/data-analyst-returnship
Software Engineer Returnship,Google,AI/ML,Remote,2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.meta.com/product-manager-returnship
DevOps Engineer Returnship,Salesforce,Cybersecurity,"Chicago, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.microsoft.com/ux-designer-returnship
DevOps Engineer Returnship,Tesla,Tech,"San Francisco, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.netflix.com/ux-designer-returnship
Cybersecurity Analyst Returnship,Amazon,Software Development,"Chicago, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.salesforce.com/ux-designer-returnship
Frontend Developer Returnship,Amazon,DevOps,Remote,5+ years,"Network Security, SIEM, Python",https://careers.tesla.com/ai/ml-engineer-returnship
Backend Developer Returnship,Tesla,Software Development,"Chicago, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.salesforce.com/data-analyst-returnship
Data Analyst Returnship,Uber,Cybersecurity,"Los Angeles, USA",1+ years,"Network Security, SIEM, Python",https://careers.netflix.com/devops-engineer-returnship
Frontend Developer Returnship,IBM,AI/ML,"San Diego, USA",2+ years,"Network Security, SIEM, Python",https://careers.airbnb.com/software-engineer-returnship
UX Designer Returnship,Uber,Product Management,"Chicago, USA",5+ years,"Python, Java, C++",https://careers.meta.com/cloud-engineer-returnship
Frontend Developer Returnship,Uber,AI/ML,"Seattle, USA",2+ years,"React, HTML, CSS, JavaScript",https://careers.airbnb.com/software-engineer-returnship
Data Analyst Returnship,Netflix,DevOps,Remote,2+ years,"SQL, Excel, Tableau",https://careers.amazon.com/frontend-developer-returnship
AI/ML Engineer Returnship,Microsoft,AI/ML,"Toronto, Canada",1+ years,"Product Strategy, Agile, UX Research",https://careers.salesforce.com/cloud-engineer-returnship
DevOps Engineer Returnship,Tesla,Design,"Austin, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.netflix.com/cloud-engineer-returnship
AI/ML Engineer Returnship,Google,Product Management,"San Francisco, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.google.com/ai/ml-engineer-returnship
Backend Developer Returnship,Tesla,Software Development,Remote,2+ years,"Figma, Adobe XD, UX Research",https://careers.netflix.com/backend-developer-returnship
Frontend Developer Returnship,Google,Design,"Seattle, USA",2+ years,"Product Strategy, Agile, UX Research",https://careers.netflix.com/software-engineer-returnship
Backend Developer Returnship,Salesforce,Design,"New York, USA",2+ years,"React, HTML, CSS, JavaScript",https://careers.meta.com/ai/ml-engineer-returnship
AI/ML Engineer Returnship,Microsoft,Design,"Boston, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.uber.com/data-analyst-returnship
DevOps Engineer Returnship,Netflix,Cybersecurity,"New York, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.uber.com/cybersecurity-analyst-returnship
Cloud Engineer Returnship,Airbnb,Product Management,"Los Angeles, USA",2+ years,"Product Strategy, Agile, UX Research",https://careers.amazon.com/data-analyst-returnship
Cybersecurity Analyst Returnship,Tesla,Cybersecurity,"Boston, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.airbnb.com/cloud-engineer-returnship
Backend Developer Returnship,Airbnb,Cybersecurity,"Seattle, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.uber.com/frontend-developer-returnship
Backend Developer Returnship,Tesla,Design,"Seattle, USA",1+ years,"AWS, Docker, Kubernetes",https://careers.netflix.com/ai/ml-engineer-returnship
Cloud Engineer Returnship,Tesla,Cybersecurity,"Los Angeles, USA",5+ years,"Network Security, SIEM, Python",https://careers.meta.com/frontend-developer-returnship
UX Designer Returnship,Meta,Tech,"San Francisco, USA",5+ years,"Network Security, SIEM, Python",https://careers.microsoft.com/devops-engineer-returnship
UX Designer Returnship,Microsoft,Tech,"Chicago, USA",5+ years,"Python, Java, C++",https://careers.airbnb.com/frontend-developer-returnship
AI/ML Engineer Returnship,Tesla,Cloud Computing,"San Francisco, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.amazon.com/software-engineer-returnship
Backend Developer Returnship,Google,Tech,"Seattle, USA",2+ years,"Python, Java, C++",https://careers.amazon.com/devops-engineer-returnship
DevOps Engineer Returnship,Netflix,Tech,"San Diego, USA",5+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.meta.com/frontend-developer-returnship
Software Engineer Returnship,Amazon,DevOps,"Seattle, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.salesforce.com/backend-developer-returnship
AI/ML Engineer Returnship,Airbnb,Cybersecurity,"Los Angeles, USA",2+ years,"Network Security, SIEM, Python",https://careers.netflix.com/cloud-engineer-returnship
AI/ML Engineer Returnship,Salesforce,AI/ML,"Toronto, Canada",1+ years,"Network Security, SIEM, Python",https://careers.microsoft.com/cybersecurity-analyst-returnship
Cybersecurity Analyst Returnship,Netflix,Cloud Computing,"Toronto, Canada",2+ years,"Network Security, SIEM, Python",https://careers.amazon.com/devops-engineer-returnship
Backend Developer Returnship,Microsoft,Cybersecurity,Remote,2+ years,"SQL, Excel, Tableau",https://careers.ibm.com/cybersecurity-analyst-returnship
UX Designer Returnship,Tesla,Tech,"New York, USA",2+ years,"AWS, Docker, Kubernetes",https://careers.uber.com/ux-designer-returnship
UX Designer Returnship,Microsoft,AI/ML,"Chicago, USA",1+ years,"Product Strategy, Agile, UX Research",https://careers.uber.com/devops-engineer-returnship
Frontend Developer Returnship,IBM,Design,"San Francisco, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.uber.com/data-analyst-returnship
Product Manager Returnship,Tesla,Product Management,"Toronto, Canada",1+ years,"Product Strategy, Agile, UX Research",https://careers.tesla.com/product-manager-returnship
Product Manager Returnship,Airbnb,Tech,"Chicago, USA",2+ years,"React, HTML, CSS, JavaScript",https://careers.microsoft.com/data-analyst-returnship
Product Manager Returnship,Tesla,Design,"San Francisco, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.amazon.com/software-engineer-returnship
Cybersecurity Analyst Returnship,Uber,Design,"New York, USA",2+ years,"Network Security, SIEM, Python",https://careers.salesforce.com/frontend-developer-returnship
DevOps Engineer Returnship,Microsoft,Tech,"Seattle, USA",5+ years,"Java, Spring Boot, PostgreSQL",https://careers.meta.com/frontend-developer-returnship
Product Manager Returnship,Tesla,Tech,"Los Angeles, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.amazon.com/product-manager-returnship
Cloud Engineer Returnship,Meta,DevOps,"Austin, USA",3+ years,"Python, Java, C++",https://careers.airbnb.com/devops-engineer-returnship
Data Analyst Returnship,Netflix,Tech,"Austin, USA",1+ years,"Figma, Adobe XD, UX Research",https://careers.netflix.com/cloud-engineer-returnship
AI/ML Engineer Returnship,IBM,Tech,"Chicago, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.meta.com/software-engineer-returnship
DevOps Engineer Returnship,Netflix,Software Development,"San Diego, USA",5+ years,"React, HTML, CSS, JavaScript",https://careers.microsoft.com/cybersecurity-analyst-returnship
UX Designer Returnship,Amazon,Software Development,"San Diego, USA",5+ years,"Java, Spring Boot, PostgreSQL",https://careers.amazon.com/cloud-engineer-returnship
Frontend Developer Returnship,Microsoft,Tech,"Boston, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.ibm.com/ai/ml-engineer-returnship
Data Analyst Returnship,Uber,DevOps,"Boston, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.amazon.com/cybersecurity-analyst-returnship
Cybersecurity Analyst Returnship,Microsoft,Cybersecurity,"Boston, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.amazon.com/data-analyst-returnship
AI/ML Engineer Returnship,Uber,Cloud Computing,"Austin, USA",5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.tesla.com/data-analyst-returnship
Cybersecurity Analyst Returnship,Uber,Cloud Computing,"Seattle, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.microsoft.com/software-engineer-returnship
Cybersecurity Analyst Returnship,IBM,Cybersecurity,"New York, USA",2+ years,"Python, Java, C++",https://careers.salesforce.com/backend-developer-returnship
Cloud Engineer Returnship,Netflix,AI/ML,"Chicago, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.google.com/cybersecurity-analyst-returnship
Software Engineer Returnship,Netflix,AI/ML,"Toronto, Canada",2+ years,"SQL, Excel, Tableau",https://careers.microsoft.com/software-engineer-returnship
Software Engineer Returnship,Amazon,Software Development,"San Diego, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.uber.com/ux-designer-returnship
Cybersecurity Analyst Returnship,IBM,Product Management,Remote,5+ years,"Product Strategy, Agile, UX Research",https://careers.google.com/product-manager-returnship
Product Manager Returnship,Microsoft,Software Development,"San Francisco, USA",1+ years,"Python, Java, C++",https://careers.microsoft.com/ai/ml-engineer-returnship
UX Designer Returnship,Amazon,DevOps,"New York, USA",2+ years,"Network Security, SIEM, Python",https://careers.google.com/data-analyst-returnship
Data Analyst Returnship,Meta,Cloud Computing,"Los Angeles, USA",5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.meta.com/software-engineer-returnship
Product Manager Returnship,IBM,Product Management,"New York, USA",5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.microsoft.com/data-analyst-returnship
Backend Developer Returnship,Amazon,DevOps,"Chicago, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.airbnb.com/cybersecurity-analyst-returnship
UX Designer Returnship,Airbnb,Design,"Seattle, USA",1+ years,"Python, Java, C++",https://careers.airbnb.com/cybersecurity-analyst-returnship
Cybersecurity Analyst Returnship,Amazon,AI/ML,"Boston, USA",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.amazon.com/frontend-developer-returnship
Backend Developer Returnship,Microsoft,AI/ML,"Toronto, Canada",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.google.com/data-analyst-returnship
Product Manager Returnship,Amazon,Software Development,Remote,5+ years,"CI/CD, Kubernetes, Jenkins",https://careers.amazon.com/ai/ml-engineer-returnship
Backend Developer Returnship,Salesforce,Cloud Computing,"Austin, USA",2+ years,"Python, Java, C++",https://careers.airbnb.com/frontend-developer-returnship
Cybersecurity Analyst Returnship,Salesforce,Tech,"Seattle, USA",1+ years,"Network Security, SIEM, Python",https://careers.netflix.com/cloud-engineer-returnship
Cloud Engineer Returnship,Airbnb,Cloud Computing,"New York, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.uber.com/ux-designer-returnship
Software Engineer Returnship,Airbnb,DevOps,"Austin, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.ibm.com/devops-engineer-returnship
Data Analyst Returnship,Salesforce,DevOps,"San Francisco, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.airbnb.com/data-analyst-returnship
Backend Developer Returnship,Airbnb,DevOps,"Boston, USA",1+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.microsoft.com/ux-designer-returnship
Cybersecurity Analyst Returnship,Airbnb,Design,"Seattle, USA",1+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.google.com/devops-engineer-returnship
Cloud Engineer Returnship,Netflix,Tech,Remote,5+ years,"Product Strategy, Agile, UX Research",https://careers.ibm.com/cybersecurity-analyst-returnship
DevOps Engineer Returnship,Netflix,Tech,"Seattle, USA",2+ years,"AWS, Docker, Kubernetes",https://careers.meta.com/cloud-engineer-returnship
Product Manager Returnship,Amazon,Cybersecurity,"Boston, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.uber.com/software-engineer-returnship
Software Engineer Returnship,Salesforce,Cloud Computing,"Chicago, USA",5+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.microsoft.com/cybersecurity-analyst-returnship
DevOps Engineer Returnship,Microsoft,Design,Remote,5+ years,"Figma, Adobe XD, UX Research",https://careers.uber.com/product-manager-returnship
Cybersecurity Analyst Returnship,Salesforce,DevOps,Remote,3+ years,"Python, Java, C++",https://careers.netflix.com/ux-designer-returnship
Data Analyst Returnship,Salesforce,Product Management,"Boston, USA",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.amazon.com/product-manager-returnship
Product Manager Returnship,Meta,Cloud Computing,"Seattle, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.microsoft.com/cloud-engineer-returnship
Cloud Engineer Returnship,Meta,Tech,"San Diego, USA",2+ years,"Product Strategy, Agile, UX Research",https://careers.netflix.com/backend-developer-returnship
Product Manager Returnship,Airbnb,AI/ML,"Chicago, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.tesla.com/cybersecurity-analyst-returnship
DevOps Engineer Returnship,Google,AI/ML,"San Francisco, USA",5+ years,"SQL, Excel, Tableau",https://careers.uber.com/cybersecurity-analyst-returnship
DevOps Engineer Returnship,Netflix,Design,"Los Angeles, USA",3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.tesla.com/data-analyst-returnship
UX Designer Returnship,Uber,Software Development,"Chicago, USA",1+ years,"SQL, Excel, Tableau",https://careers.netflix.com/data-analyst-returnship
Frontend Developer Returnship,Microsoft,Tech,"Los Angeles, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.salesforce.com/data-analyst-returnship
Product Manager Returnship,Meta,Cloud Computing,"San Francisco, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.uber.com/cloud-engineer-returnship
UX Designer Returnship,Salesforce,Software Development,Remote,3+ years,"CI/CD, Kubernetes, Jenkins",https://careers.salesforce.com/frontend-developer-returnship
DevOps Engineer Returnship,Salesforce,Tech,"New York, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.meta.com/devops-engineer-returnship
Backend Developer Returnship,Google,Cybersecurity,"Boston, USA",2+ years,"Java, Spring Boot, PostgreSQL",https://careers.google.com/data-analyst-returnship
DevOps Engineer Returnship,Google,Product Management,Remote,1+ years,"Java, Spring Boot, PostgreSQL",https://careers.netflix.com/product-manager-returnship
Product Manager Returnship,Netflix,Tech,Remote,3+ years,"React, HTML, CSS, JavaScript",https://careers.microsoft.com/backend-developer-returnship
Cloud Engineer Returnship,Meta,AI/ML,"Boston, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.meta.com/product-manager-returnship
Product Manager Returnship,Microsoft,Cybersecurity,"Austin, USA",3+ years,"Python, Java, C++",https://careers.airbnb.com/ai/ml-engineer-returnship
Product Manager Returnship,Microsoft,DevOps,"Boston, USA",2+ years,"AWS, Docker, Kubernetes",https://careers.salesforce.com/cybersecurity-analyst-returnship
AI/ML Engineer Returnship,Airbnb,Cloud Computing,"Toronto, Canada",1+ years,"Product Strategy, Agile, UX Research",https://careers.uber.com/backend-developer-returnship
Cybersecurity Analyst Returnship,Airbnb,Software Development,"New York, USA",1+ years,"Figma, Adobe XD, UX Research",https://careers.meta.com/backend-developer-returnship
AI/ML Engineer Returnship,Uber,Cybersecurity,"San Francisco, USA",1+ years,"Network Security, SIEM, Python",https://careers.ibm.com/data-analyst-returnship
DevOps Engineer Returnship,Tesla,AI/ML,"Seattle, USA",1+ years,"Product Strategy, Agile, UX Research",https://careers.salesforce.com/frontend-developer-returnship
Product Manager Returnship,Salesforce,DevOps,"Seattle, USA",5+ years,"SQL, Excel, Tableau",https://careers.amazon.com/software-engineer-returnship
